,TOPICS,BODY
12103,'crude',opec output second half including iraq official barrels output ceiling agreed opec saturday kuwait minister sheikh khalifa sabah said iraq refused sign pact opec maintained ceiling third fourth quarters december opec provisional fourth quarter level back third quarter target told news conference including iraq opec third quarter output fourth quarter output nearly detail effect thought production levels would prices iraq official first half quota rising second half refused adhere recently producing around barrels exporting pipelines saudi arabia turkey iraqs export capacity boosted pipeline turkey comes stream september iraq insisting quota equal gulf enemy iran quota rising second half said position production neutral zone saudi arabia kuwait supplied iraq relief crude fixed discuss change said said conference began thursday ended saturday evening short necessary problems adressed overdoing holding short meeting sweep carpet said said problem price differentials prices various opec crudes dealt properly meeting said problem differentials real would hate producing today light crude problem dealt properly light crudes overpriced relative heavy crudes asked issue differentials would raised next opec meeting held vienna december said crudes affected raise issue work another minister kuwaits crudes range medium heavy grades opec reintroduced fixed prices february spread dlrs barrel lightest heaviest crudes reuter 
12512, 'crude',united states warned iran ready retaliate hostile military action gulf warships began escorting another tanker convoy southward kuwait defense secretary caspar weinberger said sought gulf hostitilies ready deal iranian response mondays attack iranian several hours later pentagon announced warships begun escorting flag kuwaiti tankers product carrier ocean city liquified petroleum tanker king southward kuwait defense department said convoy flagged kuwaiti tankers gulf began escort guided missile frigate ford warships area convoy progressing uneventfully central gulf pentagon statement said asked nbcs today program united states prepared major iran weinberger said well prepared think whatever eventualities emerge situation dont look reuter 
4513,'crude',higher world prices coupled realism ushered austerity could lift saudi arabias economy five years falling revenue growing budget deficits bankers diplomats said months ahead prove critical government attempts balancing defending higher prices fostering recovery bigger role private sector economists said earnings could recover year billion dlrs nominal gross domestic product could grow three first rise since economists said possible organisation petroleum exporting countries opec succeeds defending world prices saudi arabia forced curtail output long saudi arabia keeping production defend opecs newly established barrel benchmark price minister hisham nazer told reuters output running three barrels well saudi arabias opec quota first half king fahd stamped personal authority opecs found determination defend prices move western diplomats believe underlines kingdoms need secure stable source income economy saudi arabia still worlds largest exporter hugely wealthy country past five years declining revenue taken toll economists estimate gross domestic product fell last year revenue last year prices briefly dipped dlrs barrel probably totalled billion dlrs compared peak billion austerity still watchword saudi arabia allowed recession saudis afford draw reserves temporarily offset worst effects diplomat said short term kingdom lessen impact lower revenues gaping budget deficit drawing foreign reserves still around billion dlrs policy pursued indefinitely bankers diplomats said would amount fiscal recklessness longer term also increases dominance public sector time government publicly urging private enterprise take lead role economy bankers diplomats said government well aware risks attached policy determined tough front even means short term depletion reserves budget deficit targetted huge billion riyals total outlay budget explicitly recognises need draw reserves foreign borrowing ruled commerce minister suleiman abdulaziz salim told saudi businessmen week government carefully considered need stimulate economy drawing budget plans late last year therefore took bold step withdrawing billion riyals reserves pumping economy said reserves built late early saudi arabias breakneck pace construction tales high spending became legendary shrinking economy wrought huge changes fabric kingdoms private sector poor management gone unpunished easy days boom modern techniques cost control introduced markets expanded outsized labour forces inventories back expatriate workforce fallen sharply number bankruptcies appears declining saudi banks hard performing loans corporate sector become highly selective extending credit government moves encourage lending investigate company complaints late public sector contract payments could boost confidence recession slowed nations industrialisation program discouraged foreign investment private wealth still high banks report cash placed deposit saudi arabia attempts shift weight economic development public private sector biggest tasks convince businessmen channel personal savings industrial projects within kingdom refrain temptation invest abroad reuter 
5204,'crude',governments reliance revenue crude adversely affecting australias economic performance australian petroleum exploration association apea chairman dennis benbow said third australias indirect income derived time falling domestic output weak crude prices told apea annual conference dependence generated revenue distorts countrys economic performance directly acting disincentive exploration indirectly affecting trading competitiveness high energy costs said australias medium term liquid fuel self sufficiency position posing major economic threat governments response load burdens industry benbow said domestic output existing fields expected fall barrels fiscal reflecting mainly decline bass strait fields said bass strait reserves thirds depleted three largest fields depleted said bass strait output expected half level assuming number undeveloped fields brought stream enhanced recovery existing fields goes ahead benbow said government projections output undiscovered fields range said australian liquid fuel demand forecast rise implying crude five years time said present world prices current value australian dollar annual imports would cost billion billion dlrs benbow said despite intensive exploration early addition reserves inadequate said example barrels discovered five years represent years consumption said called government review policies restore incentive exploration reuter 
2949,'crude',world bank said approved loan india help lessen countrys dependence imported spur development petroleum resources bank said loan used boost production injecting partially depleted assam fields assist exploration areas including drilling exploratory wells bank said recipient year loan india smaller public indian petroleum exploration production companies reuter 
2945,'crude',world bank said approved loan india help lessen countrys dependence imported spur development petroleum resources bank said loan used boost production injecting partially depleted assam fields assist exploration areas including drilling exploratory wells bank said recipient year loan india smaller public indian petroleum exploration production companies reuter 
6833,'crude',emirates industrial bank predicted modest economic recovery gulf arab states following higher revenues bank study carried emirates news agency said total revenues gulf cooperation council countries likely reach billion dlrs year billion groups bahrain kuwait oman qatar saudi arabia united arab emirates bank said improvement would result higher prices made possible last decembers opec accord restrain overall group production curbs pushed prices around eight dollars barrel around dlrs signs point possibility modest recovery economies countries although expected growth similar boom years study said added however states would experience higher budget deficits year needs arising past recession difficulty making fresh spending cuts study said combined bugdet deficits would rise billion dlrs billion last year said lower exports states combined trade surplus billion dlrs billion suffered drop gross domestic product billion dirhams last year billion added reuter 
5346,'crude',patrick petroleum said signed definitive agreement bayou resources previously announced transaction valued dlrs including dlrs debt agreement patrick dlrs share bayou share additional value given bayous preferred options bayou shares depending upon results evaluation significant bayou well bayou stockholders receive additional dlrs stock cash included dlrs reuter 
11211,'crude',flooding river texas oklahoma border shut basin pipeline inch pipeline transports much barrels sweet sour crudes texas cushing okla texaco pipeline spokesman confirmed water rushing fast cant divers assess damage possibility pipeline could week company source said pipeline transmits roughly thirds sour crude third sweet crude midland texas region texaco sources said pipeline service restored friday would little problem restoring lost flood pipeline days difficult make without prorationing would like proration pipeline dont basin pipeline jointly owned atlantic richfield corp shell subsidiary royal dutch shell group texaco pipelines operator peter beutel analyst elders futures said crude futures contracts york mercantile exchange rose highs afternoon following news pipeline break july crude futures west texas intermediate traded dlrs barrel rise cash market prices also firmed news sellers raising offers dlrs barrel sour crudes would affected pipeline shutdown however slow react news west texas sour alaska north slope holding barrel respectively stevens manager public government affairs texaco said company hopes pipeline five days depend water level river recedes already evidence water level dropping appears rain stopped area affecting pipeline stevens said said segment pipeline damaged underground distance river flooded pipeline runs river subsoil nearby according stevens said subsoil apparently washed away potential environmental damage downplayed time despite volume runs line texacos stevens said aerial surveillance found crude water river lake texoma nearby reuter 
2084,'crude',petro canada state owned company said raised contract price crude canadian barrel effective march petro canadas posted price benchmark light sweet grade edmonton swann hills gravity stands canadian dlrs light sour grade posted canadian dlrs earlier today shell canada said raised crude postings canadian bringing edmonton light sweet canadian dlrs light sour crude canadian dlrs imperial owned subsidiary exxon corp said effective march five also raised light sweet crude posting canadian dlrs reuter 
2478, 'crude',council ministers approved petroleos venezuelas planned purchase half interest champlin petroleum refinery corpus christi texas government sources said cabinet authorized energy mines minister arturo hernandez grisanti approve purchase shareholders assembly state company petroleos venezuela pdvsa pdvsa last april signed letter intent half interest champlins corpus christi refinery undisclosed terms provisional agreement venezuela would supply barrels plant company would jointly owned pdvsa champlin subsidiary union pacific corp deal would also allow pdvsa joint share champlins refinery distribution network purhcase series overseas joint ventures venezuela managed assure markets barrels approximately exports hernandez grisanti told reporters cabinet meeting pdvsa dlrs half ownership champlin refinery dlrs cash dlrs crude products deal said venezuela assured sale least crude products hernandez said pdsva entered similar joint ventures veba west germany nynas petroelum sweden citgo united states reuter 
377,'crude',study group said united states increase strategic petroleum reserve barrels deal present future impact prices domestic industry policy raise strategic reserve barrels present help protect economy overseas embargo sharp price rise aspen institute humanistic studies private group also called research exploration development techniques predicted prices would remain dlrs barrel several years rise imports consumption study cited basic policy paths nation protect industry import device accept full economic benefits cheap group strongly back either option saying benefits drawbacks said instead moves increasing reserves exploration development research would help guard mitigate risks increased imports reuter 
4346,'crude',energy secretary john herrington said propose incentives increase domestic natural exploration production reagan administration consideration options boost production avoiding huge costs associated proposals like import herrington told house energy subcommittee hearing intention submit proposals domestic policy council cabinet consideration review goal administration policies increase domestic production would like shoot barrels said proposals based study released yesterday warning united states threatened growing dependence imports project free world dependence persian gulf herrington said reuter 
1162,'crude',opec countries sticking firmly official crude prices volatility spot prices likely continue third quarter indonesian minister mines energy subroto told reuters subroto attending pacific energy cooperation conference blamed recent rapid spot price changes unbalanced supply demand stick production limitation third quarter better balance said market period transition impact opecs december agreement output prices average dlrs barrel worked asked whether opec members gulf cooperation council concrete proposals help qatar sell crude face strong resistance official prices subroto said apparently taken care meet often among think theyll help said subroto said member opecs price differentials committee know meeting postponed scheduled april date maybe find better meeting everyone sticking official prices said reuter 
3950,'crude',opec believes world prices around fixed average price dlrs barrel oapec assistant general secretary abdelaziz wattari said today speech european community oapec opec seminar luxembourg released wattari said opec believes world energy trade kept without restrictions built around fixed average price dlrs warned defense barrel level caused hardship opec countries forced curtail production warned cutbacks opec states could sustained cases opec stabilize world price considered optimal level dlrs barrel member countries undergo severe hardship curtailing production wattari said cutbacks certain cases sustained wattari said well financial marketing pressures states depended associated output domestic cutbacks left insufficient supplies added wattari noted total opec output organizations agreed ceiling member countries february although meant sacrifices effect sacrifices meant market stability though restored good level still pressure wattari said lasting stability world market requires wider scope international cooperation added said opec producing countries shown political willingness cooperate opec although cutbacks announced states politically significant welcomed opec insufficient terms volume added overall majority opec producers responded sufficiently opecs calls supply regulation said wattari said barrel price optimal allowed investment industry outside opec continue generating excessive cash flow otherwise unviable high cost areas outside opec price would longer encourage protectionist measures added fadhil chalabi opec deputy secretary general also addressing seminar added discipline still needed prevent violent fluctuations market cooperation arab states europe advantageous sides chalabi said adding hoped cooperation would ultimately lead full fledged euro arab dialogue reuter 
12081,'crude',norway extend cutback planned north output support opec july year ministry spokesman egil helle told reuters took positive view opec meeting vienna said accord reached means stability market shall continue making contribution cuts originally brought february would probably officially approved july parliament helle said ministry written norways companies would discuss best implement cuts opec agreed weekend vienna output ceiling barrels rest retained fixed prices december accord based barrel reference point opecs first half output ceiling december pact provisionally third quarter ceiling rising fourth quarter norway pumps around offshore fields previously said would continue output curbs planned production rest year opec remained within december accord output prices norways production rose average around since risen around expected reach planned production implemented since february reduced norways output norways minister arne oeien currently iceland meeting nordic ministers made official statement latest production cutbacks past year several leading opec producers including soviet union mexico china malaysia egypt also pledged support opecs keep prices stable norway decided initial round cuts following opec agreement last december boosted prices around dlrs barrel around dlrs last december norway relies total export earnings hard collapse price first half firmer prices since brought stability economy helped narrow foreign trade deficit norways north neighbour britain consistently refused cooperate opec output cuts saying producing companies levels production reuter 
12028, 'crude',united states said kuwait discussing plans lease privately owned tankers transport gulf addition putting vessels american flags state department spokeswoman phyllis oakley made disclosure tankers also told reporters united states expects conclude soon favorable arrangement saudi arabia concerning expanded security cooperation gulf developments occur reagan administration continued come fire congress plans bring kuwaiti tankers american flags move designed protect tankers iranian attacks ensure freedom navigation strategic waterway raised fears capitol hill draw united states seven year iran iraq kuwaitis discussed possibility chartering flag vessels maritime administration oakley said emphasized however charter arrangement could worked would supplant reflagging arrangement worked kuwaitis cases ships would eligible navy escort gulf said washington post today quoted john gaughan administrator martime administration saying kuwait approached american shipping company possibility charter gaughan said earlier week told representatives company whose identify know chartered vessels flying flag would protected newspaper reported concerning saudi arabia oakley said moving forward talks tailor efforts security cooperation facilitate gulf operations reuter 
3723,'crude',government study concluded dependent middle east next century must take steps reduce vulnerability york times said newspaper said inter agency government study found serious dependency problem steadily falling domestic production rising demand imported study concluded relying foreign countries peak reached rate arab embargo imports needs year york times said said recommendations sent white house energy secretary john harrington include financial incentives raise domestic production barrels current barrels newspaper said administration placed increased emphasis stockpiling reserves said view held strategic petroleum reserve tapped times shortages increased barrels rather called budget newspaper said harrington propose restoring depletion allowance major producers administration also plans renew efforts repeal windfall profits remove bars drilling outer continental shelf repeal limits natural industrial utility boilers added york times quoted senator nickles oklahoma saying study greatly underestimated potential demand imported next decade overestimated amount domestic would produced reuter 
5720,'crude',tonights american petroleum institute inventory report expected show another drawdown distillate stocks barrels week ending march analysts traders said said expect gasoline inventories depleted four barrels analysts divided crude stocks stocks unchanged much three barrels higher others said stocks could five barrels crude throughput volumes expected unchanged slightly higher lower week ended march traders said recorded barrel stockdraw distillates week ended march analysts another draw reflecting historic seasonal trends week ended march reported gasoline stocks barrels expecting draw much four barrels said looking fairly high consumption rates spring summer driving season gets underway year retail prices still compared recent years crude stocks reported barrels week ended march analysts divided outcome last week uncertainty whether throughput levels increased decreased last week crude stock levels unchanged three barrels higher others think inventories could much five barrels previous week lower estimates supported belief crude runs increased imports fell reported crude runs higher week ended march analysts calling unchanged slightly week ended march expectations product stockdraws already reflected firmer prices traders said draws higher estimated range added effect bullish stockbuild would negative factor said crude runs normally increase march decrease runs would friendly market said peter beutel elders energy futures reuter 
8134, 'corn',french operators requested licences export tonnes free market maize tonnes barley tonnes feed wheat todays tender trade sources said maize rebates requested range european currency units tonne barley ecus feed wheat ecus reuter 
5865, 'corn',taiwan tender thursday march total tonnes number yellow corn moisture various sept shipments gulf pacific northwest ports exporters said reuter 
7128, 'corn',texas weekly usda state crop report said stormy winter weather limited fieldwork conditions improved later week snowstorm caused cattle deaths panhandle cold weather covered many areas windy weather followed fields limit planting delays small grains made good progress despite cool temperatures slowed growth additional moisture needed areas many fields booting beginning head wheat rated fair good excellent corn sorghum planting progressed land preparation ahead schedule plains despite snowy weather cotton planting progressed lower valley reuter 
4229, 'corn',senate finance committee approved nonbinding resolutions urging reagan administration oppose canadas ruling corn imports proposed european community vegetable oils resolutions approved voice vote sent senate floor expected approved oils measure offered john danforth urges administration take strong retaliatory measures approved council ministers david durenberger minn offered corn amendment urges administration file complaint gatt believes corn decision canada unjustified canada recently imposed permanent duty cents bushel corn imports reuter 
5339, 'corn',david pryor said considering amending senate finance committees trade bill provision require marketing loan soybeans corn wheat pryor told futures industry association great reluctance among members senate agriculture committee reopen farm bill marketing loan might better chance finance panel arkansas senator said marketing loan effect allows producers back crop loans world price increase cotton exports months increase rice exports pryor serves senate finance agriculture committees reuter 
1820, 'corn',government official said decision brazil import maize forecast record harvest would affect argentinas exports heard nothing brazil decided import maize problem main customers agriculture livestock fisheries secretary miguel braceras said private sources also said argentinas exports would affected brazils decision agriculture minister iris resende announced yesterday paulo brazil asked argentine maize said also said smaller crop adverse weather summer argentina reduced production braceras said last year brazil bought tonnes argentine maize years imported argentina soviet union argentinas main customer japan also becoming bigger importer countrys maize said reuter 
185, 'corn',indonesia agriculture sector grow calendar estimated production commodities stagnates declines embassy said report production indonesia staple food rice forecast fall around tonnes embassy estimate tonnes according annual report indonesia agricultural performance government officially estimates rice production tonnes forecast tonnes output report says wheat imports likely fall tonnes calendar tonnes drawdown stocks growth prospects agriculture look promising rice production forecast decline production sugarcane rubber copra show little gain report says modest overall increase expected significant gains production corn soybeans palm palm kernels constraints significant overall increases agricultural output include shortage disease resistant seeds limited fertile land insect pests reluctance farmers shift rice production crops report underlines fall rice production caused outbreak pests known wereng brown plant hoppers largely offset gains yields outbreak forced government insecticides rice believed wereng resistant varieties lower yielding resistant rice types government depending increased production export commodities coffee rubber plywood palm offset revenue losses brought falling crude prices palm production expected increase tonnes exports rising estimated tonnes tonnes report says production soybeans sept rise tonnes imports also rise supply soybean crushing plant report says imports wheat soybeans soybean meal cotton likely decline result last september devaluation rupiah rise domestic demand report said indonesia overall economic performance calendar zero even slight negative growth rate lowest rate growth since compares growth dramatic fall prices last year responsible slump reuter 
8323, 'corn',sharp cuts year planted acreage make dent grain stockpile least keep grain surpluses increasing agriculture department industry commodity analysts said scenario turning around stocks whole supply demand picture could finally getting balance usda analyst said usda prospective plantings report week indicated farmers idle acres annual acreage reduction programs year additional acres enrolled conservation reserve program bringing total idled acreage acres almost third nations total acre crop base production wheat corn soybeans probably closely match annual usage limiting buildup stocks analysts said substantially different story last year added billion bushels corn stockpile vernon mcminimy director commodity research staley said interviewed agribusiness education conference mcminimy said planted acres corn likely translate harvested acres normal yields final production billion bushels mcminimy estimated total corn disappearance could billion bushels possibly resulting million bushel reduction current corn stockpile billion bushels represents turn around wrong least holding pattern george hoffman director commodity analysis pillsbury said hoffman said wheat stocks could rise slightly billion bushels significantly less domestic feed wheat lower corn prices usda analysts however project slightly higher usage said wheat stocks either decrease slightly least increase yearly around billion bushels next years projected crop could used analyst said wont adding stocks stocks record begin touch even minutely acreage reductions would improvement agriculture department wheat analyst said reuter 
4934, 'corn',grain analysts surveyed american soybean association projected acreage year acres soybeans acres corn farmers planted acres soybeans acres corn according february usda supply demand report usda release planting intentions report march survey included soybean estimates corn estimates released march soybean update newsletter sent members estimates ranged acres soybeans acres corn spokesman said association plans survey farmers planting intentions year reuter 
6102, 'corn',leading farm state congressman jerry huckaby warned press next year legislation control domestic production sweeteners perhaps including corn sweeteners industry fails voluntarily halt output increases year moving toward direction could self destruct sugar program huckaby chairman house agriculture subcommittee dealing sugar issues told reuters interview huckaby told sugarbeet growers earlier year must halt production increases said deliver message louisiana sugarcane growers friday also said soon talk corn refiners subject huckaby said campaign urge halt domestic sweetener output increases effort forestall cuts sugar import quota short tons think talking dropping quota another half tons lets youre getting point program might work said ideally like freeze things right said huckaby leading advocate sugar growers congress freeze would mean domestic sugar production current level tons corn sweetener share market staying sugar imports holding tons huckaby said decision whether seek legislation made output numbers known late year said feel like didnt expand production could probably hold indefinitely least farm bill without changes sugar program huckaby said however much depends whether high fructose corn syrup producers continue expand share sweetener market huckaby said noted estimates corn sweeteners capture another sweetener market said economic breakthrough production crystalline corn sweetener expanded corn sweetener share sugar imports might eliminated sugar output severely reduced huckaby said deliver message corn refiner companies staley archer daniels midland soon program advantageous corn users natural legitimate self interest seeing program preserved huckaby said huckaby said asked sugar industry representatives think domestic output could controlled either production allocations acreage marketing controls huckaby also said would seeking guidance justice department determine would legal corn refiners limit production dont know route theres question mind point time legally said asked would proceed production controls without support corn refiners huckaby said build fragile house huckaby said understands cane beet farmers expanded production high sugar price support means returns sugar higher competing crops soybeans grain said sugar growers whole expansion would good policy huckaby said tried stress speeches sugar industry groups growers continue expand penalized retroactively production control legislation passed next year huckaby said congress unlikely approve changes sugar program year despite reagan administration proposal drastically slash program administration proposal drastic dont think head steam huckaby said said even moderate proposal reduce sugar price support unlikely approved instead seeking slash domestic sugar program huckaby said reagan administration file complaint general agreement tariffs trade european communitys sugar policy said policies major cause depressed world sugar market reuter 
8770, 'corn',agriculture department gave preliminary breakdown grain farmer owned grain reserve april comparisons based telephone reports farmers filed departments kansas city field office bushels april previous wheat corn sorghum barley oats reuter 
9918, 'corn',china raised state purchase prices corn rice cottonseed shelled peanuts april encourage farmers grow official china commercial daily said paper said price paid corn northern provinces cities regions increased yuan foreign agricultural expert said rise take price paper said price long grained rice southern provinces cities raised yuan paper said price round grained rice provinces regions cities central east northwest china increased yuan gave price details said local authorities must inform farmers price increases farmers begin planting encourage production grains oilseeds chinese officials said farmers unwilling grow grain earn crops reuter 
2136, 'corn',agricultural stabilization conservation service ascs bought pounds wheat flour cost dlrs domestic shipment april april ascs spokesman said ascs also bought pounds bakers flour dlrs pounds pasta dlrs pounds processed cereal products dlrs pounds corn products dlrs pounds milled rice dlrs reuter 
10295, 'corn',taiwan imported tonnes south african maize january april joint committee local maize importers said three year agreement signed last year south africa export tonnes maize year taiwan committee spokesman told reuters rest years quota shipped rest reuter 
699, 'corn',upcoming five month deficiency payments corn sorghum farmers made half cash half generic commodity certificates senior agriculture department official told reuters around dlrs kind certificates certs mailed farmers around march garlem assistant deputy administrator usdas state county operations said decision make payments cash certs ratio made monday payments producers delayed month problem usdas computer program garlem said bushel next payment certs around cash minus gramm rudman farmers receive advance deficiency payments signup receive bushel slightly half payment cash garlem said said markedly upset ratio since farmers advance payments final certificate payments close dlrs said asked office management budget resisted cash certs ratio usda official said proposed accepted reuter 
11551, 'corn',corn soybean crops mostly good condition suffered yield deterioration recent weather agriculture department private weather crop analysts said dont reduction yield potential norton strommen chief meteorologist usda told reuters corn soybean crop actually mostly good condition progressing ahead normal good said abnormally weather midwestern crop areas sparked sharp rally chicago futures today causing crop soybeans advance cent daily limit dlrs bushel september corn cents dlrs rally amazing private crop analyst said corn soybeans wheat excellent condition usda meteorologist said effects warm weather crops probably speed development crop help crop better cope stress later critical growing period weather simply push crop towards rapid development good deep root system draw subsoil reserve actually strengthens crop little stress early strommen said strommen noted subsoil moisture good shape growing areas strommen private crop analysts noted corn soybeans enter critical growth stages july august early development year strommen said midwestern corn crop could enter reproduction period first july weatherwise market truly concerned corn soybeans concerned corn dryness still last another three weeks analyst said soybeans hand withstand several weeks dryness yields start deteriorating crop analysts agreed august september critical yield producing months soybeans strommen said sole purpose soybean plant simply survive june july august rains determine crop crop analyst said analysts contend however certain growing areas crop receiving enough moisture ensure problems later strommen noted usdas current weather forecast calls normal temperatures normal precipitation much corn belt opens sorts speculation said reuter 
10718, 'corn',agriculture department narrowed three cents price differential louisiana gulf price corn posted country prices pegged gulf price usda officials said change effective april means posted county prices three cents higher region robert sindt assistant deputy administrator usdas agricultural stabilization conservation service said trade sources said usda adjusted differentials gulf prices shown weakness recent days compared rest country sindt said louisiana gulf corn price differentials four eight cents would effective monday range five cents trade sources said cash bids louisiana gulf three cents weaker rest country recent days usdas move would strengthen front corn market reuter 
9632, 'corn',soviet union added tonnes corn previous commitments delivery fourth year ussr grain supply agreement began october agriculture department said according departments export sales report covering transactions week ended april corn transactions consisted tonnes sales changes destinations tonnes total corn commitments ussr delivery fourth agreement year amount tonnes soviets purchased wheat soybeans fourth year agreement reuter 
1349, 'corn',commission rejected bids free market bread making feed wheat bids special west german tender todays weekly cereals tender trade sources said granted export licences tonnes free market barley maximum rebate ecus tonne tonnes maize maximum rebate ecus said licences tonnes barley awarded french trade houses added reuter 
9487, 'corn',french operators requested licences export tonnes free market barley tonnes maize tonnes free market bread making wheat tonnes feed wheat todays tender trade sources said barley rebates european currency units ecus tonne sought maize ecus bread making wheat around ecus feed wheat around ecus barley rebates ecus requested total tonnes ecus tonnes rebates ecus tonne requested total tonnes maize ecus tonnes sources said reuter 
1085, 'corn',whether soviet union fulfill buying obligations ussr grains agreement depends entirely united states soviet trade official told reuters tell ready fulfill agreement united states want offer grain competitive prices said albert melnikov deputy trade representative soviet union united states market grains united states seller offer soviets competitive prices said interview melnikov said united states lived agreement failing make available moscow grain prevailing market prices accused implementing agreement consider fault melnikov said article agreement states purchases sales commodities agreement made market price prevailing products time purchase sale accordance normal commercial terms united states supply soviet union definite quantities grain competitive prices united states ready supply said soviet official said near term corn demand recent soviet purchases corn confirmed tonnes said corn prices remain competitive soviets need wheat buying however different story melnikov said united states interested selling wheat must offer competitive prices united states decide competitive prices offered said last years offer subsidized wheat soviets rejected insufficient subsidy melnikov said said time tonne subsidy offer wheat prices dlrs world levels reuter 
8054, 'corn',agreement european community special imports maize sorghum provides equal chance countries supply spanish market commission spokeswoman said denied unpublished clause agreement guaranteed bulk maize export business would official told reuters yesterday agreement import tonnes maize tonnes sorghum year spain specially reduced levy rates next four years commission decide whether maize come direct purchases spanish intervention board tender system reuter 
144, 'corn',farmers past grown oats failed certify government done probably allowed continue planting crop eligible corn program benefits aide agriculture secretary richard lyng said currently farmer eligible corn program benefits must restrict plantings program crops acreage base crop several members congress iowa complained farmers inadvertantly failed certify grown oats past asked halt oats production lose corn program benefits usda likely allow historic oats farmers plant oats extend exemption farmers lyngs aide said reuter 
2436, 'corn',senate republican leader robert dole said group republican lawmakers considering introducing legislation extend ethanol exemption year dole addressing national corn growers association board said proposal consideration rural task force republican members congress governors gasoline containing least ethanol receives cents gallon exemption nine cent federal excise exemption expire ethanol produced primarily large agribusiness firms including archer daniels midland staley exemption helped bolster ethanol production despite sharp drop prices competing crude reuter 
1984, 'corn',bushels government grain allocated redemptions commodity certificates since program began april according commodity credit corporation redemptions included bushels corn valued dlrs average bushel price dlrs since current grain catalogs issued december wheat redemptions totaled bushels valued dlrs since december 
2180, 'corn',soviet union likely honor commitment united states minimum four tonnes corn year agriculture department official said always honoured agreement theres reason think wont year told reuters aggressive buying campaign european community canada theyre active buyers sources point official said explaining department raised soviet grain imports estimate today three tonnes tonnes dramatic shift months analysts saying ussr might corn first time years drawdown corn supplies china argentina concern soviet winter crops increasing competition corn cited possible factors creating moscows recent interest lower corn production prospects major supplying countries stirred activity buyers japan soviets also closely watching situation official said soviets capitalize capitalists corn prices high official said soon need corn theyll added usda confirmed tonnes corn sold soviet union soviet analysts said purchases stand tonnes usda official would speculate soviets would enter market definitely evolving mind situation slow grain buying couple months frenetic buying official said however situation wheat different story said greater world supplies wheat heavier soviet purchase commitments less competitive wheat prices make soviet purchases wheat less likely said speculation continued several days considering making export bonus wheat subsidy offer soviets officials provided confirmation reuter 
3, 'corn',agriculture department reported farmer owned reserve national five average price february follows dlrs sorghum natl loan release call avge rate level price price wheat corn rates natl loan release call avge rate level price price oats barley sorghum reserves matured level reflects grain entered feedgrain july wheat level wheat barley corn sorghum level covers wheat entered january rates dlrs available reuter 
3531, 'corn',usdas weekly export inspection report expected show steady corn wheat exports lower soybean exports according floor traders forecasts traders projected soybean exports bushels bushels week bushels year corn guesses ranged bushels compared bushels week million bushels year wheat guesses ranged bushels compared bushels week bushels year reuter 
7007, 'corn',grain traders analysts expect lower wheat soybean exports higher corn exports year usdas export inspection report today corn export guesses ranged bushels compared inspected last week year soybean export guesses ranged inspected last week reported year wheat estimates ranged bushels compared reported last week year reuter 
9828, 'corn',egypt expected tender april tonnes corn september shipments private export sources said reuter 
3128, 'corn',soviet union heavy buyer yugoslav corn since october purchasing close tonnes marketing year according report agriculture counselor belgrade approximately tonnes yugoslav corn already committed foreign buyers sold soviet union yugoslav grain association reported official report dated march official said tonnes corn delivered balance tonnes shipped june additional tonnes corn shipped july september grain associaiton said total yugoslav corn exports could reach tonnes counselor said heavier normal monthly shipping rates yugoslav corn exports increased river barges exporting corn soviet union counselor said monthly corn shipments yugoslavia averaged around tonnes since october higher earlier estimates official said soviet union taken increased share yugoslav corn sales marketing year said reuter 
1255, 'corn',french operators requested licences export tonnes free market feed wheat tonnes soft bread wheat tonnes barley tonnes maize todays european community tender trade sources said rebates requested ranged european currency units ecus tonne feed wheat ecus tonne bread wheat ecus barley ecus maize reuter 
5081, 'corn',soviet unions winter grain crop likely suffered losses planting conditions last fall severe cold winter analyst world weather crop conditions said grain analyst meteorologist gail martell author hutton publication global crop news said latest report soviets import grain possibly wheat potential crop damage compared last year outlook soviet winter grain crop pessimistic said still early talk disastrous losses depend spring weather outcome troubled winter grain crop also spring planting martell said weather conditions last fall probably prevented optimal seed germination winter grains wheat growing areas southern ukraine north caucasus received autumn precipitation said bitter winter cold temperatures broke record lows stood four decades also taken toll soviet winter crops said however noted southern grain belt ample snow cover well insulated majority crop areas severe frost damage ussr already bought tonnes grains july june marketing year primarily canada european community argentina australia martell said cited number reasons besides possible crop problems might point additional soviet import demand last falls weather limit livestock grazing moisture depleted pastures cold winter weather necessitated supplemental feeding keep livestock healthy martell also skeptical soviet claim grain harvest tonnes said chernobyl accident contaminated grain originally thought made imports however said remains supplier last resort soviet union noting soviets recently begun first grain purchases season buying tonnes corn martell cited usda statistics showing since grain embargo major supplier grain ussr years heavy soviet demand supplied record soviet grain imports tonnes soviet union bought tonnes grain turned total usda soviet import target grain tonnes many grain analysts revised estimates soviet imports tonnes said reuter 
